[texto72] [mistério]
[atenção] [quantidade]
[quantidade] [de]
[de] [usuário]
[usuário] [de]
[de] [droga]
[droga] [circular]
[circular] [como]
[como] [zumbi]
[zumbi] [por]
[por] [rua]
[rua] [número]
[número] [elevar]
[elevar] [de]
[de] [casa]
[casa] [a]
[a] [venda]
[venda] [em]
[em] [de]
[de] [via]
[via] [por=exemplo]
[por=exemplo] [de]
[de] [residência]
[residência] [próximo]
[próximo] [estar]
[estar] [para]
[para] [vender]
[vender] [contentar]
[contentar] [ser]
[ser] [não]
[não] [ser]
[ser] [só]
[só] [aqui]
[aqui] [estar]
[estar] [ocorrer]
[ocorrer] [porto=alegre]
[porto=alegre] [inteiro]
[inteiro] [estar]
[estar] [tomar]
[tomar] [de]
[de] [usuário]
[usuário] [de]
[de] [crack]
[crack] [desabafar]
[desabafar] [dona]
[dona] [de]
[de] [casa]
[casa] [de]
[de] [ano]
[ano] [morador]
[morador] [há]
[há] [ano]
[ano] [de]
[de] [bairro]
[bairro] [pensamento]
[pensamento] [de]
[de] [morador]
[morador] [ser]
[ser] [compartilhar]
[compartilhar] [por]
[por] [comandante]
[comandante] [de]
[de] [1º]
[1º] [bpm]
[bpm] [major]
[major] [gilberto=oiti=oliveira=junior]
[gilberto=oiti=oliveira=junior] [responsável]
[responsável] [por]
[por] [segurança]
[segurança] [de]
[de] [região]
[região] [comandante]
[comandante] [reforçar]
[reforçar] [quase]
[quase] [denúncia]
[denúncia] [chegar]
[chegar] [a]
[a] [telefone]
[telefone] [de]
[de] [batalhão]
[batalhão] [prisão]
[prisão] [só]
[só] [ter]
[ter] [ocorrer]
[ocorrer] [quando]
[quando] [haver]
[haver] [flagrante]
[flagrante] [usuário]
[usuário] [de]
[de] [droga]
[droga] [ter]
[ter] [em]
[em] [lugar]
[lugar] [dar]
[dar] [ponto]
[ponto] [específico]
[específico] [não]
[não] [ter]
[ter] [reclamação]
[reclamação] [apontar]
[apontar] [comandante]

