[texto1] [polícia=homem]
[homem] [ser]
[ser] [matar]
[matar] [em]
[em] [tarde]
[tarde] [de]
[de] [terça-feira]
[terça-feira] [em]
[em] [localidade]
[localidade] [conhecer]
[conhecer] [como]
[como] [pradinho]
[pradinho] [em]
[em] [alvorada]
[alvorada] [de=acordo]
[de=acordo] [com]
[com] [primeiro]
[primeiro] [informação]
[informação] [estar]
[estar] [dentro=de]
[dentro=de] [carro]
[carro] [preto]
[preto] [parar]
[parar] [em]
[em] [de]
[de] [rua]
[rua] [de]
[de] [local]
[local] [logo]
[logo] [após]
[após] [desembarcar]
[desembarcar] [de]
[de] [veículo]
[veículo] [ocupante]
[ocupante] [de]
[de] [carro]
[carro] [atirar]
[atirar] [matar]
[matar] [dupla]
[dupla] [até]
[até] [min]
[min] [de]
[de] [terça-feira]
[terça-feira] [não]
[não] [haver]
[haver] [ser]
[ser] [identificar]

[texto38] [criminalidade=suspeito]
[criminalidade=suspeito] [de]
[de] [tentativa]
[tentativa] [de]
[de] [homicídio]
[homicídio] [ser]
[ser] [prender]
[prender] [em]
[em] [zona=sul]
[zona=sul] [de]
[de] [capital=micael=da=silva=ouriques]
[capital=micael=da=silva=ouriques] [ano]
[ano] [ter]
[ter] [histórico]
[histórico] [de]
[de] [ocorrência]
[ocorrência] [policial]
[policial] [suspeito]
[suspeito] [de]
[de] [tentativa]
[tentativa] [de]
[de] [homicídio]
[homicídio] [ser]
[ser] [prender]
[prender] [em]
[em] [zona=sul=da=capital=polícia=civil]
[zona=sul=da=capital=polícia=civil] [divulgação]
[divulgação] [criminoso]
[criminoso] [ter]
[ter] [longo]
[longo] [histório]
[histório] [de]
[de] [registro]
[registro] [procedimento]
[procedimento] [policial]
[policial] [homem]
[homem] [com]
[com] [mais=de]
[mais=de] [ocorrência]
[ocorrência] [policial]
[policial] [ser]
[ser] [prender]
[prender] [em]
[em] [manhã]
[manhã] [de]
[de] [quinta-feira]
[quinta-feira] [em]
[em] [bairro=lami]
[bairro=lami] [zona=sul]
[zona=sul] [de]
[de] [porto=alegre]
[porto=alegre] [por]
[por] [tentativa]
[tentativa] [de]
[de] [homicídio]
[homicídio] [ocorrer]
[ocorrer] [em]
[em] [dia]
[dia] [de]
[de] [março]
[março] [de]
[de] [ano]
[ano] [micael=da=silva=ouriques]
[micael=da=silva=ouriques] [ano]
[ano] [conhecer]
[conhecer] [como]
[como] [bagualudo=do=lami]
[bagualudo=do=lami] [ter]
[ter] [efetuar]
[efetuar] [diverso]
[diverso] [disparo]
[disparo] [de]
[de] [arma=de=fogo]
[arma=de=fogo] [contra]
[contra] [casa]
[casa] [em]
[em] [data]
[data] [atingir]
[atingir] [de]
[de] [morador]
[morador] [vítima]
[vítima] [ficar]
[ficar] [dia]
[dia] [hospitalizado]
[hospitalizado] [segundo]
[segundo] [delegado]
[delegado] [rodrigo=garcia]
[rodrigo=garcia] [criminoso]
[criminoso] [ter]
[ter] [longo]
[longo] [histório]
[histório] [de]
[de] [registro]
[registro] [procedimento]
[procedimento] [policial]
[policial] [muito]
[muito] [de]
[de] [metade]
[metade] [ser]
[ser] [ocorrência]
[ocorrência] [de]
[de] [grave]
[grave] [ameaça]
[ameaça] [a]
[a] [pessoa]
[pessoa] [incluir]
[incluir] [tentativa]
[tentativa] [de]
[de] [homicídio]
[homicídio] [de]
[de] [violência]
[violência] [doméstico]
[doméstico] [em]
[em] [ocasião]
[ocasião] [micael]
[micael] [ter]
[ter] [ameaçar]
[ameaçar] [sobrinho]
[sobrinho] [de]
[de] [ano]
[ano] [com]
[com] [facão]
[facão] [ser]
[ser] [interrogar]
[interrogar] [encaminhar]
[encaminhar] [a]
[a] [presídio=central]

[texto39] [violência]
[violência] [a]
[a] [dia]
[dia] [assalto]
[assalto] [em]
[em] [alvorada=Ônibus]
[alvorada=Ônibus] [de]
[de] [linha]
[linha] [intermunicipal]
[intermunicipal] [virar]
[virar] [alvo]
[alvo] [de]
[de] [assaltante]
[assaltante] [armar]
[armar] [de]
[de] [faca]
[faca] [só]
[só] [em]
[em] [julho]
[julho] [ser]
[ser] [registrar]
[registrar] [mais=de]
[mais=de] [ataque]
[ataque] [média]
[média] [de]
[de] [por]
[por] [dia]
[dia] [carolina=rocha]
[carolina=rocha] [carolina.rocha@diariogaucho.com.br]
[carolina.rocha@diariogaucho.com.br] [cair]
[cair] [de]
[de] [tarde]
[tarde] [ter]
[ter] [ser]
[ser] [de]
[de] [preocupação]
[preocupação] [para]
[para] [motorista]
[motorista] [cobrador]
[cobrador] [passageiro]
[passageiro] [de]
[de] [linha]
[linha] [umbu]
[umbu] [salomé]
[salomé] [maria=regina]
[maria=regina] [em]
[em] [alvorada]
[alvorada] [em]
[em] [julho]
[julho] [ser]
[ser] [assalto]
[assalto] [a]
[a] [ônibus]
[ônibus] [principalmente]
[principalmente] [em]
[em] [linha]
[linha] [fazer]
[fazer] [trajeto]
[trajeto] [até]
[até] [capital]
[capital] [usar]
[usar] [coletivo]
[coletivo] [depois]
[depois] [de]
[de] [já]
[já] [andar]
[andar] [ressabiado]
[ressabiado] [chegar]
[chegar] [a]
[a] [fazer]
[fazer] [fila]
[fila] [para]
[para] [assaltar]
[assaltar] [dizer]
[dizer] [cobrador]
[cobrador] [ataque]
[ataque] [acontecer]
[acontecer] [em]
[em] [último]
[último] [parada]
[parada] [de]
[de] [linha]
[linha] [já]
[já] [em]
[em] [bairro]
[bairro] [quando]
[quando] [já]
[já] [estar]
[estar] [escuro]
[escuro] [assaltante]
[assaltante] [ser]
[ser] [jovem]
[jovem] [mulher]
[mulher] [geralmente]
[geralmente] [atuar]
[atuar] [em]
[em] [dupla]
[dupla] [levar]
[levar] [em=torno=de]
[em=torno=de] [r]
[r] [de]
[de] [dinheiro]
[dinheiro] [de]
[de] [caixa]
[caixa] [de]
[de] [bolsa]
[bolsa] [contar]
[contar] [cobrador]
[cobrador] [ladrão]
[ladrão] [usar]
[usar] [faca]
[faca] [segundo]
[segundo] [funcionário]
[funcionário] [de]
[de] [soul]
[soul] [ladrão]
[ladrão] [armar]
[armar] [com]
[com] [faca]
[faca] [aproveitar]
[aproveitar] [de]
[de] [grande]
[grande] [movimento]
[movimento] [de]
[de] [pessoa]
[pessoa] [descer]
[descer] [de]
[de] [ônibus]
[ônibus] [em]
[em] [último]
[último] [parada]
[parada] [já]
[já] [dentro=de]
[dentro=de] [bairro=umbu]
[bairro=umbu] [enfiar]
[enfiar] [entre]
[entre] [entrar]
[entrar] [em]
[em] [veículo]
[veículo] [em]
[em] [domingo]
[domingo] [passado]
[passado] [coletivo]
[coletivo] [de]
[de] [linha]
[linha] [salomé]
[salomé] [umbu]
[umbu] [ser]
[ser] [assaltar]
[assaltar] [polícia]
[polícia] [ter]
[ter] [suspeito]
[suspeito] [de=acordo]
[de=acordo] [com]
[com] [soul]
[soul] [em]
[em] [julho]
[julho] [ser]
[ser] [assalto]
[assalto] [a]
[a] [linha]
[linha] [de]
[de] [empresa]
[empresa] [a3ª]
[a3ª] [dp]
[dp] [de]
[de] [alvorada]
[alvorada] [investigar]
[investigar] [crime]
[crime] [em]
[em] [região]
[região] [de]
[de] [umbu]
[umbu] [contar]
[contar] [assalto]
[assalto] [em]
[em] [mês]
[mês] [criminoso]
[criminoso] [também]
[também] [atacar]
[atacar] [linha]
[linha] [municipal]
[municipal] [já]
[já] [ter]
[ter] [de]
[de] [identificar]
[identificar] [com]
[com] [prisão]
[prisão] [decretar]
[decretar] [por]
[por] [justiça]
[justiça] [fazer]
[fazer] [busca]
[busca] [não]
[não] [localizar]
[localizar] [ainda]
[ainda] [contar]
[contar] [titular]
[titular] [de]
[de] [3ª]
[3ª] [dp]
[dp] [de]
[de] [alvorada]
[alvorada] [delegar]
[delegar] [andré=lobo=anicet]
[andré=lobo=anicet] [assaltante]
[assaltante] [ser]
[ser] [reconhecer]
[reconhecer] [em]
[em] [roubo]
[roubo] [ter]
[ter] [prisão=preventiva]
[prisão=preventiva] [decretar]
[decretar] [por]
[por] [justiça]
[justiça] [ser]
[ser] [luis=fernando=rodrigues]
[luis=fernando=rodrigues] [ano]
[ano] [informação]
[informação] [poder]
[poder] [ser]
[ser] [dar]
[dar] [por]
[por] [fone]
[fone] [usuário]
[usuário] [cobrar]
[cobrar] [presença]
[presença] [de]
[de] [bm]
[bm] [em]
[em] [bairro=umbu]
[bairro=umbu] [morador]
[morador] [reclamar]
[reclamar] [de]
[de] [falta]
[falta] [de]
[de] [segurança]
[segurança] [gente]
[gente] [ouvir]
[ouvir] [falar]
[falar] [de]
[de] [assalto]
[assalto] [olhar]
[olhar] [hora]
[hora] [não]
[não] [ser]
[ser] [ônibus]
[ônibus] [de]
[de] [bm]
[bm] [já]
[já] [ir]
[ir] [embora]
[embora] [alertar]
[alertar] [passageiro]
[passageiro] [em]
[em] [terminal]
[terminal] [de]
[de] [umbu]
[umbu] [em]
[em] [quinto-feir]
[quinto-feir] [unidade]
[unidade] [móvel]
[móvel] [de]
[de] [brigada=militar]
[brigada=militar] [dever]
[dever] [estar]
[estar] [em]
[em] [local]
[local] [de]
[de] [a]
[a] [segundo]
[segundo] [passageiro]
[passageiro] [ônibus]
[ônibus] [dificilmente]
[dificilmente] [chegar]
[chegar] [antes]
[antes] [de]
[de] [sair]
[sair] [sempre]
[sempre] [antes]
[antes] [de]
[de] [horário]
[horário] [ser]
[ser] [reavaliar]
[reavaliar] [em]
[em] [hora]
[hora] [pessoa]
[pessoa] [sair]
[sair] [voltar]
[voltar] [de]
[de] [trabalho]
[trabalho] [pm]
[pm] [não]
[não] [estar]
[estar] [aqui]
[aqui] [criticar]
[criticar] [usuário]
[usuário] [ônibus]
[ônibus] [ser]
[ser] [colocar]
[colocar] [ali]
[ali] [em]
[em] [junho]
[junho] [após]
[após] [reportagem]
[reportagem] [de]
[de] [diário=gaúcho]
[diário=gaúcho] [mostrar]
[mostrar] [criminoso]
[criminoso] [estar]
[estar] [assaltar]
[assaltar] [atravessar]
[atravessar] [ponte]
[ponte] [próximo=de]
[próximo=de] [terminal]
[terminal] [subcomandante]
[subcomandante] [de]
[de] [24º]
[24º] [bpm]
[bpm] [major]
[major] [marcelo=couto=de=souza]
[marcelo=couto=de=souza] [dizer]
[dizer] [ir]
[ir] [reavaliar]
[reavaliar] [horário]
[horário] [a=partir=de]
[a=partir=de] [próximo]
[próximo] [semana]
[semana] [pelo=menos]
[pelo=menos] [em]
[em] [segundo]
[segundo] [terço]
[terço] [quarto]
[quarto] [ônibus]
[ônibus] [poder]
[poder] [ficar]
[ficar] [até]
[até] [ir]
[ir] [rever]
[rever] [horário]
[horário] [tentar]
[tentar] [hora=extra]
[hora=extra] [para]
[para] [poder]
[poder] [estar]
[estar] [em]
[em] [bairro]
[bairro] [quando]
[quando] [pessoa]
[pessoa] [ser]
[ser] [voltar]
[voltar] [de]
[de] [trabalho]
[trabalho] [patrulha]
[patrulha] [em]
[em] [bairro]
[bairro] [comandante]
[comandante] [de]
[de] [24º]
[24º] [bpm]
[bpm] [também]
[também] [prometer]
[prometer] [colocar]
[colocar] [patrulha]
[patrulha] [em]
[em] [bairro]
[bairro] [de]
[de] [ônibus]
[ônibus] [assaltar]
[assaltar] [durante]
[durante] [tarde]
[tarde] [noite]
[noite] [levar]
[levar] [brigada]
[brigada] [para]
[para] [perto=de]
[perto=de] [comunidade]
[comunidade] [de]
[de] [umbu]
[umbu] [de]
[de] [abril]
[abril] [salomé]
[salomé] [maria=regina]
[maria=regina] [ser]
[ser] [desafio]
[desafio] [de]
[de] [batalhão]
[batalhão] [em]
[em] [fevereiro]
[fevereiro] [2ª]
[2ª] [ciar]
[ciar] [ser]
[ser] [transferir]
[transferir] [para]
[para] [prédio]
[prédio] [alugar]
[alugar] [por]
[por] [prefeitura]
[prefeitura] [em]
[em] [bairro=porto=verde]
[bairro=porto=verde] [ideia]
[ideia] [de]
[de] [bm]
[bm] [ser]
[ser] [descentralizar]
[descentralizar] [antes]
[antes] [pm]
[pm] [sair]
[sair] [de]
[de] [centro]
[centro] [ir]
[ir] [para]
[para] [bairro]
[bairro] [haver]
[haver] [rua]
[rua] [gente]
[gente] [só]
[só] [ir]
[ir] [quando]
[quando] [chamar]
[chamar] [via]
[via] [agora]
[agora] [com]
[com] [companhia]
[companhia] [em]
[em] [porto=verde]
[porto=verde] [algarve]
[algarve] [pm]
[pm] [usar]
[usar] [ônibus]
[ônibus] [para]
[para] [chegar]
[chegar] [a]
[a] [local]
[local] [patrulhar]
[patrulhar] [muito]
[muito] [bairro]
[bairro] [zona]
[zona] [central]
[central] [dizer]
[dizer] [major]
[major] [projeto]
[projeto] [dever]
[dever] [ser]
[ser] [instalar]
[instalar] [em]
[em] [umbu]
[umbu] [prefeitura]
[prefeitura] [estar]
[estar] [providenciar]
[providenciar] [aluguel]
[aluguel] [de]
[de] [imóvel]
[imóvel] [para]
[para] [instalar]
[instalar] [bm]

[texto40] [em=cana]
[em=cana] [preso]
[preso] [de]
[de] [homem]
[homem] [muito]
[muito] [procurar]
[procurar] [de]
[de] [rio=grande=do=sul]
[rio=grande=do=sul] [dejair=jorge=dos=santos=reis]
[dejair=jorge=dos=santos=reis] [deja]
[deja] [ano]
[ano] [fazer]
[fazer] [parte]
[parte] [de]
[de] [grupo]
[grupo] [assaltar]
[assaltar] [fábrica]
[fábrica] [de]
[de] [jóia]
[jóia] [em]
[em] [cotiporã=carolina=rocha]
[cotiporã=carolina=rocha] [carolina.rocha@diariogaucho.com.br]
[carolina.rocha@diariogaucho.com.br] [foragido]
[foragido] [de]
[de] [ação]
[ação] [em]
[em] [cotiporã]
[cotiporã] [dejair]
[dejair] [ser]
[ser] [prender]
[prender] [em]
[em] [porto=alegre]
[porto=alegre] [denúncia]
[denúncia] [anônimo]
[anônimo] [levar]
[levar] [a]
[a] [brigada=militar]
[brigada=militar] [até]
[até] [de]
[de] [homem]
[homem] [muito]
[muito] [procurar]
[procurar] [de]
[de] [rio=grande=do=sul]
[rio=grande=do=sul] [dejair=jorge=dos=santos=reis]
[dejair=jorge=dos=santos=reis] [deja]
[deja] [ano]
[ano] [ser]
[ser] [ser]
[ser] [remanescente]
[remanescente] [de]
[de] [bando]
[bando] [atacar]
[atacar] [fábrica]
[fábrica] [de]
[de] [jóia]
[jóia] [de]
[de] [cotiporã]
[cotiporã] [em]
[em] [serra]
[serra] [em]
[em] [final]
[final] [de]
[de] [ser]
[ser] [procurar]
[procurar] [desde]
[desde] [janeiro]
[janeiro] [de]
[de] [ano]
[ano] [quando]
[quando] [ter]
[ter] [prisão=preventiva]
[prisão=preventiva] [decretar]
[decretar] [por]
[por] [justiça]
[justiça] [dejair]
[dejair] [ser]
[ser] [localizar]
[localizar] [a]
[a] [em]
[em] [barreira]
[barreira] [montar]
[montar] [em]
[em] [avenida=juca=batista]
[avenida=juca=batista] [próximo=de]
[próximo=de] [avenida=edgar=pires=de=castro]
[avenida=edgar=pires=de=castro] [em]
[em] [bairro=hípica]
[bairro=hípica] [estar]
[estar] [em]
[em] [veículo]
[veículo] [quando]
[quando] [ser]
[ser] [abordar]
[abordar] [identificar]
[identificar] [prender]
[prender] [ser]
[ser] [conduzir]
[conduzir] [ainda]
[ainda] [em]
[em] [noite]
[noite] [de]
[de] [segunda-feira]
[segunda-feira] [a]
[a] [sede]
[sede] [de]
[de] [deic]
[deic] [em]
[em] [junho]
[junho] [de]
[de] [ano]
[ano] [dejair]
[dejair] [já]
[já] [constar]
[constar] [em]
[em] [lista]
[lista] [de]
[de] [homem]
[homem] [muito]
[muito] [procurar]
[procurar] [de]
[de] [estado]

[texto41] [guri=foto]
[guri=foto] [de]
[de] [adolescente]
[adolescente] [armar]
[armar] [desencadear]
[desencadear] [operação]
[operação] [policial]
[policial] [em]
[em] [zona]
[zona] [sul]
[sul] [de]
[de] [capital]
[capital] [em]
[em] [celular]
[celular] [apreender]
[apreender] [há]
[há] [diverso]
[diverso] [imagem]
[imagem] [de]
[de] [adolescente]
[adolescente] [exibir]
[exibir] [com]
[com] [arma]
[arma] [eduardo=torres]
[eduardo=torres] [eduardo.torres@diariogaucho.com.br]
[eduardo.torres@diariogaucho.com.br] [foto]
[foto] [de]
[de] [adolescente]
[adolescente] [armar]
[armar] [desencadear]
[desencadear] [operação]
[operação] [policial]
[policial] [em]
[em] [zona]
[zona] [sul]
[sul] [de]
[de] [capital=polícia=civil]
[capital=polícia=civil] [divulgação=de=acordo]
[divulgação=de=acordo] [com]
[com] [delegado]
[delegado] [irmão]
[irmão] [fazer]
[fazer] [parte]
[parte] [de]
[de] [gangue=dos=bitas]
[gangue=dos=bitas] [provavelmente]
[provavelmente] [ser]
[ser] [usar]
[usar] [por]
[por] [traficante]
[traficante] [muito]
[muito] [antigo]
[antigo] [como]
[como] [expoente]
[expoente] [de]
[de] [bando]
[bando] [irmão]
[irmão] [de]
[de] [ano]
[ano] [ser]
[ser] [apreender]
[apreender] [em]
[em] [manhã]
[manhã] [de]
[de] [quinta-feira]
[quinta-feira] [durante]
[durante] [ação]
[ação] [de]
[de] [16ª]
[16ª] [dp]
[dp] [em]
[em] [condonímio]
[condonímio] [de]
[de] [avenida=joão=antônio=da=silveira]
[avenida=joão=antônio=da=silveira] [em]
[em] [restinga]
[restinga] [celular]
[celular] [de]
[de] [guri]
[guri] [de]
[de] [ano]
[ano] [ser]
[ser] [ponto]
[ponto] [de]
[de] [partida]
[partida] [para]
[para] [operação]
[operação] [em]
[em] [aparelho]
[aparelho] [apreender]
[apreender] [em]
[em] [começo]
[começo] [de]
[de] [junho]
[junho] [por]
[por] [brigada=militar]
[brigada=militar] [quando]
[quando] [ser]
[ser] [flagrar]
[flagrar] [com]
[com] [arma]
[arma] [haver]
[haver] [diverso]
[diverso] [foto]
[foto] [de]
[de] [adolescente]
[adolescente] [exibir]
[exibir] [com]
[com] [arma]
[arma] [ter]
[ter] [foco]
[foco] [claro]
[claro] [de]
[de] [tirar]
[tirar] [arma]
[arma] [de]
[de] [mão]
[mão] [de]
[de] [adolescente]
[adolescente] [envolver]
[envolver] [em]
[em] [bom]
[bom] [parte]
[parte] [de]
[de] [criminalidade]
[criminalidade] [atual]
[atual] [em]
[em] [restinga]
[restinga] [explicar]
[explicar] [delegado]
[delegado] [newton=filho]
[newton=filho] [rapaz]
[rapaz] [já]
[já] [haver]
[haver] [ser]
[ser] [apreender]
[apreender] [vez]
[vez] [com]
[com] [arma]
[arma] [diferente]
[diferente] [em]
[em] [ação]
[ação] [policial]
[policial] [ser]
[ser] [encontrar]
[encontrar] [irmão]
[irmão] [ter]
[ter] [em]
[em] [apartamento]
[apartamento] [pequeno]
[pequeno] [quantidade]
[quantidade] [de]
[de] [cocaína]
[cocaína] [maconha]
[maconha] [ser]
[ser] [encaminhar]
[encaminhar] [a]
[a] [deca]
[deca] [de=acordo]
[de=acordo] [com]
[com] [delegado]
[delegado] [irmão]
[irmão] [fazer]
[fazer] [parte]
[parte] [de]
[de] [gangue=dos=bitas]
[gangue=dos=bitas] [provavelmente]
[provavelmente] [ser]
[ser] [usar]
[usar] [por]
[por] [traficante]
[traficante] [muito]
[muito] [antigo]
[antigo] [como]
[como] [expoente]
[expoente] [de]
[de] [bando]
[bando] [tentativa]
[tentativa] [de]
[de] [homicídio]
[homicídio] [também]
[também] [em]
[em] [manhã]
[manhã] [de]
[de] [quinta]
[quinta] [jovem]
[jovem] [de]
[de] [ano]
[ano] [ser]
[ser] [prender]
[prender] [em]
[em] [rua=evangelista]
[rua=evangelista] [por]
[por] [4ª]
[4ª] [dhpp]
[dhpp] [ser]
[ser] [apontar]
[apontar] [como]
[como] [integrante]
[integrante] [de]
[de] [gangue=dos=madeireiras]
[gangue=dos=madeireiras] [autor]
[autor] [de]
[de] [tentativa]
[tentativa] [de]
[de] [homicídio]
[homicídio] [contra]
[contra] [de]
[de] [rival]
[rival] [em]
[em] [julho]
[julho] [de]
[de] [ano]

[texto42] [esforço]
[esforço] [comunitário]
[comunitário] [escola]
[escola] [incendiar]
[incendiar] [em]
[em] [eldorado=do=sul]
[eldorado=do=sul] [mobilizar]
[mobilizar] [para]
[para] [manter]
[manter] [desfile]
[desfile] [de]
[de] [banda]
[banda] [em]
[em] [de]
[de] [setembro=todos=os]
[setembro=todos=os] [instrumento]
[instrumento] [de]
[de] [banda]
[banda] [marcial]
[marcial] [ensaiar]
[ensaiar] [desde]
[desde] [início]
[início] [de]
[de] [ano]
[ano] [ser]
[ser] [destruir]
[destruir] [por]
[por] [fogo]
[fogo] [eduardo=torres]
[eduardo=torres] [taís=seibt]
[taís=seibt] [eduardo.torres@diariogaucho.com.br]
[eduardo.torres@diariogaucho.com.br] [tais.seibt@zerohora.com.br]
[tais.seibt@zerohora.com.br] [escola]
[escola] [incendiar]
[incendiar] [em]
[em] [eldorado=do=sul]
[eldorado=do=sul] [mobilizar]
[mobilizar] [para]
[para] [manter]
[manter] [desfile]
[desfile] [de]
[de] [banda]
[banda] [em]
[em] [de]
[de] [setembro=livros]
[setembro=livros] [de]
[de] [biblioteca]
[biblioteca] [ficar]
[ficar] [a=salvo]
[a=salvo] [enquanto]
[enquanto] [restante]
[restante] [de]
[de] [sala]
[sala] [ser]
[ser] [totalmente]
[totalmente] [destruir]
[destruir] [chá]
[chá] [para]
[para] [escolher]
[escolher] [rainha]
[rainha] [de]
[de] [banda]
[banda] [marcial]
[marcial] [de]
[de] [escola=municipal=de=ensino=fundamental=la=hire=guerra]
[escola=municipal=de=ensino=fundamental=la=hire=guerra] [de]
[de] [eldorado=do=sul]
[eldorado=do=sul] [estar]
[estar] [marcar]
[marcar] [para]
[para] [próximo]
[próximo] [sábado]
[sábado] [não]
[não] [restar]
[restar] [sequer]
[sequer] [instrumento]
[instrumento] [para]
[para] [apresentação]
[apresentação] [de]
[de] [dia=da=pátria]
[dia=da=pátria] [incêndio]
[incêndio] [criminoso]
[criminoso] [provocar]
[provocar] [por]
[por] [adolescente]
[adolescente] [aluno]
[aluno] [aluno]
[aluno] [entre]
[entre] [destruir]
[destruir] [sala=de=aula]
[sala=de=aula] [em]
[em] [madrugada]
[madrugada] [de]
[de] [segunda-feira]
[segunda-feira] [adolescente]
[adolescente] [conhecer]
[conhecer] [em]
[em] [comunidade]
[comunidade] [arrombar]
[arrombar] [escola]
[escola] [la=hire=guerra]
[la=hire=guerra] [atear]
[atear] [fogo]
[fogo] [em]
[em] [sala=de=aula]
[sala=de=aula] [parte]
[parte] [muito]
[muito] [danificar]
[danificar] [ser]
[ser] [guardar]
[guardar] [instrumento]
[instrumento] [de]
[de] [banda]
[banda] [além=de]
[além=de] [prejudicar]
[prejudicar] [aluno]
[aluno] [perder]
[perder] [aula]
[aula] [danificar]
[danificar] [patrimônio]
[patrimônio] [público]
[público] [atingir]
[atingir] [coração]
[coração] [de]
[de] [comunidade]
[comunidade] [ser]
[ser] [golpe]
[golpe] [em]
[em] [estima]
[estima] [lamentar]
[lamentar] [diretor]
[diretor] [fabiana=rodrigues]
[fabiana=rodrigues] [desde]
[desde] [começo]
[começo] [de]
[de] [ano]
[ano] [empenhar]
[empenhar] [em]
[em] [recuperação]
[recuperação] [de]
[de] [escola]
[escola] [com]
[com] [ajuda]
[ajuda] [de]
[de] [voluntário]
[voluntário] [pintar]
[pintar] [parede]
[parede] [reformar]
[reformar] [ambiente]
[ambiente] [sala]
[sala] [temático]
[temático] [dedicar]
[dedicar] [a]
[a] [estudante]
[estudante] [com]
[com] [necessidade]
[necessidade] [especial]
[especial] [ser]
[ser] [queimar]
[queimar] [milagroso]
[milagroso] [biblioteca]
[biblioteca] [resistir]
[resistir] [a]
[a] [chama]
[chama] [destruir]
[destruir] [forro]
[forro] [em]
[em] [pvc]
[pvc] [partir]
[partir] [de]
[de] [telhado]
[telhado] [móvel]
[móvel] [material]
[material] [pedagógico]
[pedagógico] [computador]
[computador] [ser]
[ser] [quebrar]
[quebrar] [ficar]
[ficar] [perguntar]
[perguntar] [por=que]
[por=que] [fazer]
[fazer] [desabafar]
[desabafar] [diretor]
[diretor] [ser]
[ser] [perguntar]
[perguntar] [perícia]
[perícia] [preliminar]
[preliminar] [indicar]
[indicar] [adolescente]
[adolescente] [arrombar]
[arrombar] [sala]
[sala] [com]
[com] [pontapé]
[pontapé] [atear]
[atear] [fogo]
[fogo] [em]
[em] [cortina]
[cortina] [após]
[após] [encontrar]
[encontrar] [garrafa]
[garrafa] [de]
[de] [álcool]
[álcool] [em]
[em] [meio]
[meio] [a]
[a] [produto]
[produto] [de]
[de] [limpeza]
[limpeza] [dentro=de]
[dentro=de] [escola]
[escola] [segundo]
[segundo] [delegado]
[delegado] [alencar=carraro]
[alencar=carraro] [adolescente]
[adolescente] [ser]
[ser] [deter]
[deter] [em]
[em] [pátio]
[pátio] [de]
[de] [escola]
[escola] [de]
[de] [de]
[de] [ano]
[ano] [aluno]
[aluno] [de]
[de] [8º]
[8º] [ano]
[ano] [assumir]
[assumir] [autoria]
[autoria] [de]
[de] [ato]
[ato] [dizer]
[dizer] [ter]
[ter] [beber]
[beber] [resolver]
[resolver] [invadir]
[invadir] [escola]
[escola] [querer]
[querer] [quebrar]
[quebrar] [para]
[para] [não]
[não] [ter]
[ter] [aula]
[aula] [em]
[em] [dia]
[dia] [seguinte]
[seguinte] [não]
[não] [ter]
[ter] [premeditar]
[premeditar] [incêndio]
[incêndio] [garoto]
[garoto] [detido]
[detido] [negar]
[negar] [envolvimento]
[envolvimento] [ser]
[ser] [liberar]
[liberar] [depois]
[depois] [de]
[de] [ser]
[ser] [ouvir]
[ouvir] [delegado]
[delegado] [ir]
[ir] [pedir]
[pedir] [internação]
[internação] [por]
[por] [prazo]
[prazo] [grande]
[grande] [de]
[de] [ano]
[ano] [esse]
[esse] [ser]
[ser] [ato]
[ato] [gravíssimo]
[gravíssimo] [além=de]
[além=de] [dano]
[dano] [a]
[a] [patrimônio]
[patrimônio] [de]
[de] [incêndio]
[incêndio] [ser]
[ser] [desrespeito]
[desrespeito] [a]
[a] [comunidade]
[comunidade] [mostrar]
[mostrar] [traço]
[traço] [perigoso]
[perigoso] [de]
[de] [adolescente]
[adolescente] [de]
[de] [crença]
[crença] [em]
[em] [impunidade]
[impunidade] [dizer]
[dizer] [delegado]
[delegado] [banda]
[banda] [ser]
[ser] [xodó]
[xodó] [de]
[de] [sans=souci]
[sans=souci] [a]
[a] [banda]
[banda] [ser]
[ser] [xodó]
[xodó] [de]
[de] [comunidade]
[comunidade] [de]
[de] [bairro]
[bairro] [sans=souci]
[sans=souci] [muito]
[muito] [populoso]
[populoso] [de]
[de] [eldorado=do=sul]
[eldorado=do=sul] [com]
[com] [grande]
[grande] [índice]
[índice] [de]
[de] [tráfico]
[tráfico] [de]
[de] [droga]
[droga] [em]
[em] [município]
[município] [de]
[de] [entre]
[entre] [aluno]
[aluno] [atender]
[atender] [escola]
[escola] [receber]
[receber] [estudante]
[estudante] [de]
[de] [vila=progresso]
[vila=progresso] [área]
[área] [de]
[de] [invasão]
[invasão] [ficar]
[ficar] [ao=lado=de]
[ao=lado=de] [bairro]
[bairro] [ser]
[ser] [conhecer]
[conhecer] [por]
[por] [atuação]
[atuação] [de]
[de] [traficante]
[traficante] [escola]
[escola] [ser]
[ser] [foco]
[foco] [de]
[de] [programa]
[programa] [social]
[social] [como]
[como] [projeto]
[projeto] [escola=aberta]
[escola=aberta] [instrumento]
[instrumento] [para]
[para] [banda]
[banda] [marcial]
[marcial] [ser]
[ser] [comprar]
[comprar] [graças]
[graças] [a]
[a] [união]
[união] [de]
[de] [comunidade]
[comunidade] [participar]
[participar] [de]
[de] [rifa]
[rifa] [almoço]
[almoço] [festa]
[festa] [para]
[para] [arrecadar]
[arrecadar] [fundo]
[fundo] [destruir]
[destruir] [alegria]
[alegria] [dizer]
