[texto77] [paixão=tricolor]
[ser] [bom]
[bom] [jogador]
[jogador] [dentro=de]
[dentro=de] [criterioso]
[criterioso] [avaliação]
[avaliação] [dever]
[dever] [haver]
[haver] [conclusão]
[conclusão] [de]
[de] [garoto]
[garoto] [ter]
[ter] [muito]
[muito] [potencial]
[potencial] [valer]
[valer] [para]
[para] [muito]
[muito] [experiente]
[experiente] [na=medida=em=que]
[na=medida=em=que] [além=de]
[além=de] [questão]
[questão] [antes]
[antes] [referir]
[referir] [precisar]
[precisar] [minucioso]
[minucioso] [de]
[de] [avaliação]
[avaliação] [sobre]
[sobre] [condição]
[condição] [físico]
[físico] [atlético]
[atlético] [urgência]
[urgência] [urgir]
[urgir] [decisão]
[decisão] [começar]
[começar] [a]
[a] [ser]
[ser] [adotar]
[adotar] [de=imediato]
[de=imediato] [assim=como]
[assim=como] [também]
[também] [necessitar]
[necessitar] [ser]
[ser] [tomar]
[tomar] [posição]
[posição] [sobre]
[sobre] [permanência]
[permanência] [de]
[de] [técnico]
[técnico] [de]
[de] [auxiliar]
[auxiliar] [renato]
[renato] [fazer]
[fazer] [excelente]
[excelente] [trabalho]
[trabalho] [a]
[a] [frente]
[frente] [de]
[de] [grêmio]
[grêmio] [assumir]
[assumir] [time]
[time] [com]
[com] [campeonato]
[campeonato] [já]
[já] [em]
[em] [andamento]
[andamento] [estar]
[estar] [muito]
[muito] [perto=de]
[perto=de] [ser]
[ser] [campeão]
[campeão] [além=disso]
[além=disso] [levar]
[levar] [grêmio]
[grêmio] [até]
[até] [semifinal]
[semifinal] [de]
[de] [copa=do=brasil]
[copa=do=brasil] [ou=seja]
[ou=seja] [mostrar]
[mostrar] [resultado]
[resultado] [existir]
[existir] [clube]
[clube] [poder]
[poder] [fazer]
[fazer] [em]
[em] [momento]
[momento] [ser]
[ser] [ganhar]
[ganhar] [tempo]
[tempo] [para]
[para] [iniciar]
[iniciar] [de]
[de] [preparativo]
[preparativo] [até]
[até] [avaliação]
[avaliação] [a]
[a] [referir]
[referir] [ser]
[ser] [passível]
[passível] [de]
[de] [ser]
[ser] [fazer]
[fazer] [avaliador]
[avaliador] [conviver]
[conviver] [ano]
[ano] [inteiro]
[inteiro] [com]
[com] [dever]
[dever] [ser]
[ser] [avaliar]

[texto92] [paixão]
[paixão] [colorar]
[colorar] [entrevista]
[entrevista] [dispensar]
[dispensar] [kenny=braga]
[kenny=braga] [kenny.braga@diariogaucho.com.br]
[kenny.braga@diariogaucho.com.br] [vez=por=outra]
[vez=por=outra] [ouvir]
[ouvir] [entrevista]
[entrevista] [de]
[de] [dirigente]
[dirigente] [de]
[de] [internacional]
[internacional] [de]
[de] [grêmio]
[grêmio] [já]
[já] [sem]
[sem] [participação]
[participação] [em]
[em] [dia=a=dia]
[dia=a=dia] [de]
[de] [clube]
[clube] [expor]
[expor] [problema]
[problema] [interno]
[interno] [de]
[de] [entidade]
[entidade] [não]
[não] [ter]
[ter] [grande]
[grande] [interesse]
[interesse] [por]
[por] [tipo]
[tipo] [de]
[de] [entrevista]
[entrevista] [respeitar]
[respeitar] [direito]
[direito] [de]
[de] [dirigente]
[dirigente] [expressar]
[expressar] [opinião]
[opinião] [não]
[não] [dar]
[dar] [ser]
[ser] [caso]
[caso] [tipo]
[tipo] [de]
[de] [entrevista]
[entrevista] [tipo]
[tipo] [de]
[de] [atitude]
[atitude] [só]
[só] [acirrar]
[acirrar] [divergência]
[divergência] [interno]
[interno] [de]
[de] [clube]
[clube] [provocar]
[provocar] [imenso]
[imenso] [alegria]
[alegria] [de]
[de] [torcedor]
[torcedor] [adversário]
[adversário] [infelizmente]
[infelizmente] [haver]
[haver] [gostar]
[gostar] [de]
[de] [ver]
[ver] [circo]
[circo] [pegar]
[pegar] [fogo]
[fogo] [dirigente]
[dirigente] [sério]
[sério] [digno]
[digno] [de=respeito]
[de=respeito] [colocar]
[colocar] [sempre]
[sempre] [imagem]
[imagem] [de]
[de] [clube]
[clube] [acima=de]
[acima=de] [vontade]
[vontade] [de]
[de] [brilhar]
[brilhar] [falsamente]
[falsamente] [por]
[por] [minuto]
[minuto] [por=que]
[por=que] [atrapalhar]
[atrapalhar] [em]
[em] [partido]
[partido] [político]
[político] [não]
[não] [ser]
[ser] [muito]
[muito] [diferente]
[diferente] [ser]
[ser] [comum]
[comum] [caso]
[caso] [em]
[em] [militante]
[militante] [ilustre]
[ilustre] [de]
[de] [partido]
[partido] [político]
[político] [ter]
[ter] [afinidade]
[afinidade] [com]
[com] [liderança]
[liderança] [de]
[de] [agremiação]
[agremiação] [em=relação=a]
[em=relação=a] [companheiro]
[companheiro] [dirigente]
[dirigente] [até]
[até] [trabalhar]
[trabalhar] [muito]
[muito] [por]
[por] [sucesso]
[sucesso] [eleitoral]
[eleitoral] [de]
[de] [partido]
[partido] [a=favor=de]
[a=favor=de] [a]
[a] [estar]
[estar] [filiar]
[filiar] [acontecer]
[acontecer] [quando]
[quando] [interesse]
[interesse] [pessoal]
[pessoal] [falar]
[falar] [muito]
[muito] [alto]
[alto] [coletivo]
[coletivo] [infelizmente]
[infelizmente] [futebol]
[futebol] [política]
[política] [conviver]
[conviver] [com]
[com] [mazela]
[mazela] [opinião]
[opinião] [ser]
[ser] [antigo]
[antigo] [de]
[de] [tempo]
[tempo] [de]
[de] [avós]
[avós] [não]
[não] [ajudar]
[ajudar] [não]
[não] [atrapalhar]
[atrapalhar] [não]
[não] [pegar]
[pegar] [em]
[em] [pé]
[pé] [de]
[de] [querer]
[querer] [trabalhar]
[trabalhar] [em]
[em] [paz]
[paz] [com]
[com] [legitimidade]
[legitimidade] [conferir]
[conferir] [por]
[por] [maioria]
[maioria] [em]
[em] [clube]
[clube] [partido]
[partido] [político]

[texto93] [paixão=tricolor=o]
[paixão=tricolor=o] [novo]
[novo] [técnico]
[técnico] [cacalo=silveira=martins=cacalo@diariogaucho.com.br=sigo]
[cacalo=silveira=martins=cacalo@diariogaucho.com.br=sigo] [com]
[com] [sensação]
[sensação] [de]
[de] [não]
[não] [permanência]
[permanência] [de]
[de] [técnico]
[técnico] [renato=portaluppi]
[renato=portaluppi] [em]
[em] [grêmio]
[grêmio] [em=face=de]
[em=face=de] [entrevista]
[entrevista] [ouvir]
[ouvir] [após]
[após] [jogo]
[jogo] [contra]
[contra] [português]
[português] [em]
[em] [último]
[último] [rodada]
[rodada] [de]
[de] [brasileirão]
[brasileirão] [por]
[por] [seguir]
[seguir] [desde]
[desde] [domingo]
[domingo] [entrevista]
[entrevista] [de]
[de] [diretor-executivo]
[diretor-executivo] [rui=costa]
[rui=costa] [também]
[também] [deixar]
[deixar] [transparecer]
[transparecer] [saída]
[saída] [de]
[de] [renato]
[renato] [não]
[não] [ter]
[ter] [confirmar]
[confirmar] [ouvir]
[ouvir] [também]
[também] [ser]
[ser] [decidir]
[decidir] [após]
[após] [sorteio]
[sorteio] [de]
[de] [grupo]
[grupo] [de]
[de] [libertadores]
[libertadores] [ter]
[ter] [a]
[a] [ver]
[ver] [com]
[com] [manutenção]
[manutenção] [de]
[de] [técnico]
[técnico] [ouvir]
[ouvir] [ainda]
[ainda] [absurdo]
[absurdo] [hipótese]
[hipótese] [de]
[de] [renato]
[renato] [não]
[não] [ter]
[ter] [ficar]
[ficar] [satisfazer]
[satisfazer] [com]
[com] [local]
[local] [de]
[de] [temporada]
[temporada] [ter]
[ter] [colaborar]
[colaborar] [para]
[para] [saída]
[saída] [convir]
[convir] [ser]
[ser] [motivo]
[motivo] [muito]
[muito] [pequeno]
[pequeno] [para]
[para] [influir]
[influir] [em]
[em] [decisão]
[decisão] [de]
[de] [futuro]
[futuro] [de]
[de] [clube]
[clube] [grande]
[grande] [em]
[em] [libertadores]
[libertadores] [respeito]
[respeito] [a]
[a] [fim]
[fim] [ao=cabo]
[ao=cabo] [impressão]
[impressão] [passar]
[passar] [a]
[a] [ser]
[ser] [saída]
[saída] [de]
[de] [treinador]
[treinador] [campeão]
[campeão] [brasileiro]
[brasileiro] [de]
[de] [parte]
[parte] [repetir]
[repetir] [já]
[já] [dizer]
[dizer] [ter]
[ter] [escrever]
[escrever] [aqui]
[aqui] [em]
[em] [espaço]
[espaço] [sentir]
[sentir] [em]
[em] [dever]
[dever] [de]
[de] [respeitar]
[respeitar] [decisão]
[decisão] [de]
[de] [ter]
[ter] [responsabilidade]
[responsabilidade] [poder]
[poder] [de]
[de] [decidir]
[decidir] [também]
[também] [ter]
[ter] [respeitar]
[respeitar] [decisão]
[decisão] [aparente]
[aparente] [de]
[de] [maioria]
[maioria] [de]
[de] [torcedor]
[torcedor] [não]
[não] [querer]
[querer] [renato]
[renato] [querer]
[querer] [ainda]
[ainda] [ser]
[ser] [muito]
[muito] [repetitivo]
[repetitivo] [permitir]
[permitir] [cansar]
[cansar] [leitor]
[leitor] [dizer]
[dizer] [próximo]
[próximo] [poder]
[poder] [ser]
[ser] [mau]
[mau] [renato]
[renato] [ser]
[ser] [bom]
[bom] [ter]
[ter] [ser]
[ser] [campeão]
[campeão] [renato]
[renato] [ser]
[ser] [vice]
[vice] [responsabilidade]
[responsabilidade] [ter]
[ter] [profissional]
[profissional] [vir]
[vir] [peso]
[peso] [carregar]
[carregar] [em]
[em] [costa]
[costa] [a]
[a] [substituir]
[substituir] [outrora]
[outrora] [haver]
[haver] [ser]
[ser] [ídolo]
[ídolo] [inclusive]
[inclusive] [como]
[como] [técnico]

[texto94] [paixão]
[paixão] [colorar]
[colorar] [ego]
[ego] [inflar]
[inflar] [em]
[em] [vestiário]
[vestiário] [colorar]
[colorar] [kenny=braga]
[kenny=braga] [kenny.braga@diariogaucho.com.br]
[kenny.braga@diariogaucho.com.br] [nem]
[nem] [sempre]
[sempre] [dirigente]
[dirigente] [técnico]
[técnico] [jogador]
[jogador] [dizer]
[dizer] [em]
[em] [entrevista]
[entrevista] [pensar]
[pensar] [principalmente]
[principalmente] [quando]
[quando] [crise]
[crise] [rondar]
[rondar] [ambiente]
[ambiente] [de]
[de] [vestiário]
[vestiário] [entrevista]
[entrevista] [quando]
[quando] [ouvir]
[ouvir] [com]
[com] [atenção]
[atenção] [esclarecer]
[esclarecer] [iluminar]
[iluminar] [situação]
[situação] [até=então]
[até=então] [incompreensível]
[incompreensível] [para]
[para] [torcedor]
[torcedor] [estar]
[estar] [acompanhar]
[acompanhar] [ser]
[ser] [caso]
[caso] [de]
[de] [último]
[último] [entrevista]
[entrevista] [de]
[de] [clemer]
[clemer] [em]
[em] [condição]
[condição] [de]
[de] [técnico]
[técnico] [de]
[de] [depois]
[depois] [de]
[de] [jogo]
[jogo] [com]
[com] [ponte=preta]
[ponte=preta] [domingo]
[domingo] [em]
[em] [caxias=do=sul]
[caxias=do=sul] [parte]
[parte] [muito]
[muito] [importante]
[importante] [de]
[de] [entrevista]
[entrevista] [ser]
[ser] [quando]
[quando] [técnico]
[técnico] [abordar]
[abordar] [problema]
[problema] [de]
[de] [vaidade]
[vaidade] [conspirar]
[conspirar] [contra]
[contra] [necessário]
[necessário] [harmonia]
[harmonia] [em]
[em] [ambiente]
[ambiente] [de]
[de] [vestiário]
[vestiário] [sem]
[sem] [divisão]
[divisão] [ele]
[ele] [deixar]
[deixar] [claro]
[claro] [para]
[para] [querer]
[querer] [entender]
[entender] [vaidade]
[vaidade] [de]
[de] [jogador]
[jogador] [de]
[de] [colocar]
[colocar] [em]
[em] [atrito]
[atrito] [prejudicar]
[prejudicar] [trabalho]
[trabalho] [clemer]
[clemer] [não]
[não] [citar]
[citar] [nome]
[nome] [poder]
[poder] [jogador]
[jogador] [envolver]
[envolver] [em]
[em] [briga]
[briga] [de]
[de] [ego]
[ego] [conviver]
[conviver] [com]
[com] [em]
[em] [cotidiano]
[cotidiano] [de]
[de] [clube]
[clube] [clemer]
[clemer] [mesmo]
[mesmo] [sem]
[sem] [querer]
[querer] [deixar]
[deixar] [contribuição]
[contribuição] [para]
[para] [novo]
[novo] [responsável]
[responsável] [por]
[por] [futebol]
[futebol] [de]
[de] [em]
[em] [antes]
[antes] [de]
[de] [preocupação]
[preocupação] [com]
[com] [formação]
[formação] [de]
[de] [novo]
[novo] [time]
[time] [com]
[com] [definição]
[definição] [de]
[de] [perfil]
[perfil] [dever]
[dever] [erradicar]
[erradicar] [resquício]
[resquício] [de]
[de] [divisão]
[divisão] [em]
[em] [grupo]
[grupo] [de]
[de] [profissional]
[profissional] [em=razão=de]
[em=razão=de] [ego]
[ego] [inflar]
[inflar] [novo]
[novo] [comando]
[comando] [de]
[de] [vestiário]
[vestiário] [dever]
[dever] [pregar]
[pregar] [futebol]
[futebol] [vaidade]
[vaidade] [disciplina]
[disciplina] [respeito]
[respeito] [hierarquia]
[hierarquia] [impor]
[impor] [a]
[a] [sem]
[sem] [exceção]
[exceção] [diretor]
[diretor] [diretriz]
[diretriz] [não]
[não] [ser]
[ser] [seguir]
[seguir] [ter]
[ter] [temporada]
[temporada] [ruim]

[texto95] [paixão=tricolor=grupo]
[paixão=tricolor=grupo] [de]
[de] [morte]
[morte] [cacalo=silveira=martins=cacalo@diariogaucho.com.br]
[cacalo=silveira=martins=cacalo@diariogaucho.com.br] [ao=contrário=de]
[ao=contrário=de] [grande]
[grande] [maioria]
[maioria] [de]
[de] [analista]
[analista] [de]
[de] [futebol]
[futebol] [também]
[também] [de]
[de] [torcedor]
[torcedor] [grêmio]
[grêmio] [não]
[não] [estar]
[estar] [nem]
[nem] [um=pouco]
[um=pouco] [preocupar]
[preocupar] [com]
[com] [grupo]
[grupo] [de]
[de] [grêmio]
[grêmio] [em]
[em] [libertadores]
[libertadores] [vir]
[vir] [ser]
[ser] [chamar]
[chamar] [grupo]
[grupo] [de]
[de] [morte]
[morte] [dizer]
[dizer] [só]
[só] [ter]
[ter] [além=de]
[além=de] [tricolor]
[tricolor] [argentino]
[argentino] [newell's]
[newell's] [colombiano]
[colombiano] [nacional]
[nacional] [de]
[de] [medellín]
[medellín] [vencedor]
[vencedor] [de]
[de] [nacional]
[nacional] [de]
[de] [uruguai]
[uruguai] [oriente=petrolero]
[oriente=petrolero] [de]
[de] [bolívia]
[bolívia] [divergir]
[divergir] [respeitoso]
[respeitoso] [de]
[de] [afirmativa]
[afirmativa] [poder]
[poder] [haver]
[haver] [ser]
[ser] [grupo]
[grupo] [ser]
[ser] [teórico]
[teórico] [muito]
[muito] [fácil]
[fácil] [não]
[não] [considerar]
[considerar] [chave]
[chave] [de]
[de] [grêmio]
[grêmio] [como]
[como] [mortal]
[mortal] [por=exemplo]
[por=exemplo] [para]
[para] [tricolor]
[tricolor] [poder]
[poder] [ter]
[ter] [definição]
[definição] [ficar]
[ficar] [imaginar]
[imaginar] [poder]
[poder] [ser]
[ser] [dizer]
[dizer] [em=relação=a]
[em=relação=a] [nacional]
[nacional] [de]
[de] [medellín]
[medellín] [estar]
[estar] [pensar]
[pensar] [torcedor]
[torcedor] [colombiano]
[colombiano] [a]
[a] [respeito]
[respeito] [de]
[de] [grupo]
[grupo] [afinal]
[afinal] [grêmio]
[grêmio] [conquistar]
[conquistar] [libertador]
[libertador] [dentro=de]
[dentro=de] [casa]
[casa] [de]
[de] [nacional]
[nacional] [dar]
[dar] [volta]
[volta] [olímpico]
[olímpico] [em]
[em] [estádio]
[estádio] [de]
[de] [adversário]
[adversário] [aliás]
[aliás] [tricolor]
[tricolor] [ser]
[ser] [único]
[único] [clube]
[clube] [gaúcho]
[gaúcho] [conquistar]
[conquistar] [título]
[título] [dentro=de]
[dentro=de] [casa]
[casa] [de]
[de] [adversário]
[adversário] [sem]
[sem] [contar]
[contar] [gauchão]
[gauchão] [claro]
[claro] [assim]
[assim] [ser]
[ser] [difícil]
[difícil] [para]
[para] [grêmio]
[grêmio] [como]
[como] [dizer]
[dizer] [dizer]
[dizer] [colombiano]
[colombiano] [por=outro=lado]
[por=outro=lado] [enfrentar]
[enfrentar] [vencer]
[vencer] [adversário]
[adversário] [difícil]
[difícil] [em]
[em] [primeiro]
[primeiro] [fase]
[fase] [restar]
[restar] [muito]
[muito] [fácil]
[fácil] [logo=adiante]
[logo=adiante] [então]
[então] [de]
[de] [grupo]
[grupo] [de]
[de] [morte]
[morte] [sim]
[sim] [grupo]
[grupo] [de]
[de] [vida]
[vida] [rumo=a]
[rumo=a] [final]
[final] [mazembe's=day=finalmente]
[mazembe's=day=finalmente] [receber]
[receber] [quase]
[quase] [e-mail]
[e-mail] [lembrar]
[lembrar] [em]
[em] [sábado]
[sábado] [de]
[de] [dezembro]
[dezembro] [ser]
[ser] [mazembe's=day]
[mazembe's=day] [logo]
[logo] [torcedor]
[torcedor] [de]
[de] [time]
[time] [africano]
[africano] [radicado]
[radicado] [em]
[em] [porto=alegre]
[porto=alegre] [por]
[por] [brasil]
[brasil] [afora]
[afora] [estar]
[estar] [comemorar]
[comemorar] [inesquecível]
[inesquecível] [vitória]
[vitória] [contra]
[contra] [campeão=de=tudo]
[campeão=de=tudo] [parabéns]
[parabéns] [mazembe]
[mazembe] [por]
[por] [data]
[data] [histórico]
[histórico] [universal]

